depth,PAR_ADJUSTED
0.0,96.1998
5.0,54.8235
10.0,32.7739
15.0,23.2294
20.0,15.9219
25.0,11.7808
30.0,8.8844
35.0,6.7626
40.0,5.2904
45.0,3.9735
50.0,3.2439
55.0,2.3655
60.0,2.0206
65.0,1.5838
70.0,1.3324
75.0,1.1333
80.0,0.8466
85.0,0.66
90.0,0.4865
95.0,0.3862
100.0,0.3147
105.0,0.241
110.0,0.1683
115.0,0.1306
120.0,0.1009
125.0,0.0712
130.0,0.0569
135.0,0.0454
140.0,0.0326
145.0,0.0288
150.0,0.0237
155.0,0.0181
160.0,0.0164
165.0,0.0148
170.0,0.0126
175.0,0.0133
180.0,0.0091
185.0,0.0112
190.0,0.0099
195.0,0.0096
200.0,0.0109
205.0,0.0108
210.0,0.0094
215.0,0.0089
220.0,0.0079
225.0,0.0081
230.0,0.008
235.0,0.0078
240.0,0.0082
245.0,0.0093
250.0,0.0069
