depth,PAR_ADJUSTED
0.0,135.9844
5.0,69.1627
10.0,36.5305
15.0,25.375
20.0,14.3502
25.0,10.4249
30.0,6.7323
35.0,4.5203
40.0,2.9688
45.0,1.9657
50.0,1.2808
55.0,0.9822
60.0,0.688
65.0,0.4511
70.0,0.3448
75.0,0.2393
80.0,0.169
85.0,0.1001
90.0,0.07
95.0,0.0561
100.0,0.0432
105.0,0.0309
110.0,0.0195
115.0,0.0147
120.0,0.0091
125.0,0.0085
130.0,0.0063
135.0,0.0039
140.0,0.003
145.0,0.0023
150.0,0.0021
155.0,0.0016
160.0,0.0014
165.0,0.0013
170.0,0.001
175.0,0.0008
180.0,0.0007
185.0,0.0006
190.0,0.0006
195.0,0.0008
200.0,0.0009
205.0,0.0008
210.0,0.0009
215.0,0.0007
220.0,0.0009
225.0,0.0009
230.0,0.0009
235.0,0.0008
240.0,0.0008
245.0,0.001
250.0,0.0007
