depth,PAR_ADJUSTED
0.0,140.7205
5.0,71.269
10.0,38.6037
15.0,25.9352
20.0,15.2308
25.0,10.8768
30.0,7.1039
35.0,4.7302
40.0,3.1691
45.0,2.1552
50.0,1.4172
55.0,1.0648
60.0,0.7567
65.0,0.4997
70.0,0.3846
75.0,0.2735
80.0,0.2047
85.0,0.1225
90.0,0.0879
95.0,0.0706
100.0,0.0528
105.0,0.0403
110.0,0.0271
115.0,0.0211
120.0,0.0129
125.0,0.0119
130.0,0.009
135.0,0.0062
140.0,0.0049
145.0,0.0036
150.0,0.0034
155.0,0.0026
160.0,0.0025
165.0,0.0022
170.0,0.0016
175.0,0.0014
180.0,0.0012
185.0,0.0011
190.0,0.0011
195.0,0.0012
200.0,0.0015
205.0,0.0013
210.0,0.0014
215.0,0.0011
220.0,0.0013
225.0,0.0013
230.0,0.0013
235.0,0.0012
240.0,0.0012
245.0,0.0013
250.0,0.0011
