depth,PAR_ADJUSTED
0.0,169.5825
5.0,87.5534
10.0,50.029
15.0,30.6087
20.0,19.4146
25.0,13.0115
30.0,8.3538
35.0,5.375
40.0,3.7033
45.0,2.6271
50.0,1.749
55.0,1.1794
60.0,0.8473
65.0,0.5324
70.0,0.3936
75.0,0.2676
80.0,0.2013
85.0,0.1371
90.0,0.0963
95.0,0.0701
100.0,0.0535
105.0,0.0363
110.0,0.0271
115.0,0.0209
120.0,0.0129
125.0,0.0112
130.0,0.0087
135.0,0.007
140.0,0.005
145.0,0.0038
150.0,0.0036
155.0,0.0026
160.0,0.0025
165.0,0.0023
170.0,0.0021
175.0,0.0018
180.0,0.0017
185.0,0.0017
190.0,0.0017
195.0,0.0018
200.0,0.0024
205.0,0.0019
210.0,0.0023
215.0,0.0017
220.0,0.0018
225.0,0.0021
230.0,0.002
235.0,0.0021
240.0,0.002
245.0,0.0021
250.0,0.0023
