depth,PAR_ADJUSTED
0.0,172.3231
5.0,94.9314
10.0,54.4195
15.0,37.5225
20.0,21.4459
25.0,15.8834
30.0,10.0785
35.0,7.8256
40.0,5.0298
45.0,3.7857
50.0,2.5581
55.0,1.8564
60.0,1.398
65.0,0.8155
70.0,0.5996
75.0,0.3841
80.0,0.2771
85.0,0.1616
90.0,0.1077
95.0,0.0727
100.0,0.0535
105.0,0.0453
110.0,0.0253
115.0,0.0179
120.0,0.0106
125.0,0.0108
130.0,0.0085
135.0,0.0058
140.0,0.0055
145.0,0.0033
150.0,0.0031
155.0,0.0027
160.0,0.0023
165.0,0.0021
170.0,0.0022
175.0,0.0017
180.0,0.0013
185.0,0.0013
190.0,0.0012
195.0,0.0022
200.0,0.0019
205.0,0.0017
210.0,0.0015
215.0,0.0012
220.0,0.0018
225.0,0.0016
230.0,0.0017
235.0,0.0015
240.0,0.0014
245.0,0.0016
250.0,0.0009
