depth,PAR_ADJUSTED
0.0,270.8535
5.0,152.7032
10.0,99.0422
15.0,64.3857
20.0,42.6768
25.0,28.2978
30.0,18.2456
35.0,12.5918
40.0,8.8103
45.0,5.6398
50.0,4.0256
55.0,2.7325
60.0,1.8298
65.0,1.3467
70.0,0.9444
75.0,0.7522
80.0,0.4948
85.0,0.3648
90.0,0.2746
95.0,0.2086
100.0,0.1582
105.0,0.1164
110.0,0.094
115.0,0.0782
120.0,0.0597
125.0,0.0492
130.0,0.0436
135.0,0.0352
140.0,0.0296
145.0,0.0269
150.0,0.0245
155.0,0.0204
160.0,0.0174
165.0,0.0161
170.0,0.0136
175.0,0.0138
180.0,0.0118
185.0,0.0099
190.0,0.0091
195.0,0.0078
200.0,0.0085
205.0,0.006
210.0,0.0059
215.0,0.0057
220.0,0.005
225.0,0.0052
230.0,0.0049
235.0,0.0046
240.0,0.0055
245.0,0.0045
250.0,0.0043
