depth,PAR_ADJUSTED
0.0,196.0341
5.0,109.1556
10.0,64.617
15.0,44.2947
20.0,26.2073
25.0,20.6909
30.0,13.3435
35.0,10.9908
40.0,7.4009
45.0,6.0318
50.0,4.0383
55.0,2.8766
60.0,2.3779
65.0,1.3698
70.0,0.9273
75.0,0.6019
80.0,0.4037
85.0,0.2446
90.0,0.17
95.0,0.1135
100.0,0.0805
105.0,0.0625
110.0,0.0339
115.0,0.026
120.0,0.0153
125.0,0.0143
130.0,0.0109
135.0,0.0074
140.0,0.0073
145.0,0.004
150.0,0.0037
155.0,0.0033
160.0,0.0027
165.0,0.0025
170.0,0.0024
175.0,0.0018
180.0,0.0014
185.0,0.0012
190.0,0.0013
195.0,0.002
200.0,0.0019
205.0,0.0015
210.0,0.0015
215.0,0.0012
220.0,0.0018
225.0,0.0016
230.0,0.0018
235.0,0.0012
240.0,0.0013
245.0,0.0014
250.0,0.0009
