depth,PAR_ADJUSTED
0.0,82.4574
5.0,48.3493
10.0,30.2989
15.0,21.0936
20.0,14.2469
25.0,10.6128
30.0,7.8866
35.0,6.0023
40.0,4.2655
45.0,3.3719
50.0,2.5701
55.0,1.837
60.0,1.5601
65.0,1.2365
70.0,0.9811
75.0,0.7649
80.0,0.5806
85.0,0.438
90.0,0.333
95.0,0.2679
100.0,0.2274
105.0,0.1717
110.0,0.1131
115.0,0.098
120.0,0.0706
125.0,0.057
130.0,0.0433
135.0,0.0406
140.0,0.0282
145.0,0.0263
150.0,0.0222
155.0,0.0169
160.0,0.0169
165.0,0.0145
170.0,0.0125
175.0,0.0125
180.0,0.0099
185.0,0.0113
190.0,0.0112
195.0,0.0114
200.0,0.0133
205.0,0.0119
210.0,0.0107
215.0,0.0107
220.0,0.01
225.0,0.0104
230.0,0.0105
235.0,0.0095
240.0,0.0104
245.0,0.0118
250.0,0.009
