Depth_modeled,PAR_modeled,Light_measured,PAR_modeled_mean_1_20m,Light_measured_mean_1_20m,Kd_modeled_1_20m,Kd_measured_1_20m,Fluo_measured_mean_1_20m,Tag_ID,Profile,Satellite,N_VALID_PIXELS,CV_RRS,CV_KD490,CV_PAR,SolarAlt,Lat,Lon,Bathy,DOY
175.0,0.0034,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
180.0,0.0029,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
185.0,0.0031,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
190.0,0.0032,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
195.0,0.004,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
200.0,0.0051,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
205.0,0.0041,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
210.0,0.0044,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
215.0,0.0038,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
220.0,0.0043,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
225.0,0.0043,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
230.0,0.0044,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
235.0,0.004,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
240.0,0.0042,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
245.0,0.0046,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
250.0,0.0042,,10.145268421052632,,0.0797326593313525,,8.616192606432199,ct160-341-20,136,AQUA,10,0.107526431152375,2.01605486869812,0.0007175038917921,11.32089954652028,-65.5029,92.1155,-121.5,36
0.0,552.0262,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
5.0,283.8713,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
10.0,169.7921,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
15.0,114.6086,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
20.0,70.9078,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
25.0,51.9651,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
30.0,35.3417,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
35.0,23.8028,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
40.0,16.2192,,42.402042105263156,,0.0749902543802994,,8.616192606432199,ct160-341-20,136,AQUA,5,0.1312074666293045,0.7714091539382935,0.0020921337418258,11.32089954652028,-65.5029,92.1155,-121.5,36
