depth,ED490_ADJUSTED
0.0,1.18202
5.0,1.08451
10.0,0.95044
15.0,0.83761
20.0,0.74681
25.0,0.66389
30.0,0.56701
35.0,0.48841
40.0,0.43402
45.0,0.38212
50.0,0.32869
55.0,0.27984
60.0,0.24002
65.0,0.20316
70.0,0.1613
75.0,0.14366
80.0,0.11382
85.0,0.09124
90.0,0.07608
95.0,0.06279
100.0,0.04977
105.0,0.03911
110.0,0.03211
115.0,0.02694
120.0,0.02142
125.0,0.01723
130.0,0.01405
135.0,0.01171
140.0,0.00926
145.0,0.00748
150.0,0.00628
155.0,0.00515
160.0,0.00428
165.0,0.00357
170.0,0.00294
175.0,0.00253
180.0,0.00219
185.0,0.00182
190.0,0.00154
195.0,0.00136
200.0,0.00114
205.0,0.00097
210.0,0.00083
215.0,0.0007
220.0,0.00058
225.0,0.00053
230.0,0.00044
235.0,0.00038
240.0,0.00032
245.0,0.00027
250.0,0.00023
