SEALTAG_NC_FILE,TAG_ID,PROFILE_NUM,RRS412,RRS443,RRS490,RRS555,RRS670,KD490,PAR,SATELLITE,N_VALID_PIXELS,CV_RRS,CV_KD490,CV_PAR
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,22,0.0115931667387485,0.0093333339318633,0.0087875003616015,0.00360150107493,0.0003870002304514,0.0561520010232925,57.93415832519531,AQUA,12,0.0076635459311847,0.0076244976371526,0.0001253926457138
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,20,0.0111591310604758,0.0097622610628604,0.0087440875561341,0.0031053921126801,0.00035060942173,0.0441279932856559,55.855918884277344,NOAA_20,23,0.0101746476108782,0.025311978533864,0.0002757846086751
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,25,0.00955750066787,0.0087221007794141,0.0090557007119059,0.0049154007807374,0.0006264008581638,0.0668639913201332,56.299278259277344,SUOMI_NPP,20,0.0145246744405649,0.0098560899496078,0.0043080281466245
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,25,0.0127865722669022,0.0110928581229278,0.0107811439250196,0.0052522865257092,0.0006830011095319,0.0637647062540054,56.033172607421875,NOAA_20,14,0.0222730213332373,0.0349639505147933,0.0011571152135729
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,25,0.0092388244674486,0.0088331771685796,0.0092469418750089,0.0047249421477317,0.0006348240901442,0.067391999065876,56.36056137084961,NOAA_20,17,0.0130393753048235,0.0140828471630811,0.0052027041092514
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,26,0.0082657150924205,0.0079832861998251,0.00874071488423,0.0051057149789163,0.0007090012409857,0.0779759958386421,55.45344161987305,NOAA_20,14,0.0114715049028034,0.0179222617298364,0.0017009761650115
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,26,0.0093530006706714,0.0081675024703145,0.0087475012987852,0.0045445002615451,0.0005510002374649,0.0737714245915412,55.82742691040039,AQUA,4,0.0071966336801873,0.0195191446691751,0.000179331851541
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,71,0.0049202006310224,0.0026267005130648,0.003315901197493,0.0024557003751397,0.000318201072514,0.1084159910678863,37.46407699584961,AQUA,20,0.0388077057560225,0.0301317479461431,0.0016374575207009
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,71,0.0053025842644274,0.0037381675404806,0.0042665010939041,0.0033165006898343,0.0007196672571202,0.115056000649929,37.371681213378906,AQUA,24,0.0353761978780208,0.0426004156470298,0.0016973868478089
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,71,0.0006420003871122,-0.0009973334769407,0.0024913338323434,0.0067580007016658,0.0035519997278849,3.125,37.486663818359375,AQUA,3,0.1598782278060621,0.3368184566497803,0.0002192632528021
