depth,ED412_ADJUSTED
0.0,1.01784
5.0,0.95566
10.0,0.85167
15.0,0.77361
20.0,0.68001
25.0,0.61007
30.0,0.52304
35.0,0.45229
40.0,0.40232
45.0,0.35984
50.0,0.31247
55.0,0.26117
60.0,0.21974
65.0,0.17259
70.0,0.13917
75.0,0.10794
80.0,0.08152
85.0,0.06345
90.0,0.04548
95.0,0.0344
100.0,0.02413
105.0,0.01657
110.0,0.01226
115.0,0.00886
120.0,0.00656
125.0,0.00449
130.0,0.00317
135.0,0.0023
140.0,0.00164
145.0,0.00128
150.0,0.0009
155.0,0.00067
160.0,0.00051
165.0,0.00036
170.0,0.00028
175.0,0.00021
180.0,0.00017
185.0,0.00013
190.0,0.0001
195.0,8e-05
200.0,6e-05
205.0,5e-05
210.0,4e-05
215.0,4e-05
220.0,3e-05
225.0,2e-05
230.0,2e-05
235.0,2e-05
240.0,1e-05
245.0,1e-05
250.0,1e-05
