all_tagID,all_profn,all_dates,all_lats,all_lons
ct182_959F_24,112,11-Feb-2025 05:30:00,-64.4411,95.7032
ct182_959F_24,113,11-Feb-2025 12:10:00,-64.2416,96.0091
ct182_959F_24,114,12-Feb-2025 02:10:00,-64.1451,97.018
ct182_959F_24,115,12-Feb-2025 08:40:00,-64.233,97.5689
ct182_959F_24,116,12-Feb-2025 16:00:00,-64.1714,97.9783
ct182_959F_24,117,12-Feb-2025 17:10:00,-64.1821,98.1072
ct182_959F_24,118,13-Feb-2025 03:00:00,-64.256,98.7312
ct182_959F_24,119,13-Feb-2025 11:40:00,-64.3254,99.13
ct182_959F_24,120,13-Feb-2025 14:10:00,-64.3543,99.3106
ct182_959F_24,121,14-Feb-2025 02:20:00,-64.3471,99.9117
ct182_959F_24,122,14-Feb-2025 18:50:00,-64.2809,100.0705
ct182_959F_24,123,14-Feb-2025 22:10:00,-64.3139,99.9974
ct182_959F_24,124,15-Feb-2025 03:10:00,-64.2755,99.9989
ct182_959F_24,125,15-Feb-2025 16:40:00,-64.282,99.9155
ct182_959F_24,126,15-Feb-2025 17:40:00,-64.2813,99.8938
ct182_959F_24,127,16-Feb-2025 02:20:00,-64.2335,99.8588
ct182_959F_24,128,16-Feb-2025 14:20:00,-64.4183,100.0947
ct182_959F_24,129,17-Feb-2025 03:00:00,-64.4908,100.6837
ct182_959F_24,130,17-Feb-2025 15:00:00,-64.6872,100.9193
ct182_959F_24,131,17-Feb-2025 15:20:00,-64.6931,100.9447
ct182_959F_24,132,17-Feb-2025 19:50:00,-64.7184,101.1995
ct182_959F_24,133,18-Feb-2025 03:00:00,-64.7466,101.4072
ct182_959F_24,134,18-Feb-2025 07:00:00,-64.6891,101.483
ct182_959F_24,135,18-Feb-2025 15:10:00,-64.8662,101.5981
ct182_959F_24,136,18-Feb-2025 21:40:00,-64.8161,101.7376
ct182_959F_24,137,19-Feb-2025 03:20:00,-64.8285,101.8757
ct182_959F_24,138,19-Feb-2025 09:10:00,-64.7811,102.0977
ct182_959F_24,139,19-Feb-2025 15:00:00,-64.7748,102.2962
ct182_959F_24,140,20-Feb-2025 03:10:00,-64.9542,102.9988
ct182_959F_24,141,20-Feb-2025 15:20:00,-65.1056,103.8866
ct182_959F_24,142,21-Feb-2025 03:10:00,-65.0021,104.8192
ct182_959F_24,143,21-Feb-2025 04:10:00,-65.0164,104.9057
ct182_959F_24,144,21-Feb-2025 08:00:00,-65.0018,105.2295
ct182_959F_24,145,21-Feb-2025 15:20:00,-64.9757,105.7584
ct182_959F_24,146,22-Feb-2025 02:20:00,-65.2313,106.0785
ct182_959F_24,147,22-Feb-2025 16:10:00,-65.4009,106.8184
ct182_959F_24,148,22-Feb-2025 16:50:00,-65.4148,106.8363
ct182_959F_24,149,23-Feb-2025 02:50:00,-65.4875,107.3086
ct182_959F_24,150,23-Feb-2025 18:00:00,-65.6828,108.3174
ct182_959F_24,151,24-Feb-2025 03:10:00,-65.7601,108.7111
ct182_959F_24,152,24-Feb-2025 18:40:00,-65.9487,109.3351
ct182_959F_24,153,24-Feb-2025 21:20:00,-65.9732,109.4949
ct182_959F_24,154,24-Feb-2025 21:50:00,-65.9754,109.5122
ct182_959F_24,155,24-Feb-2025 22:20:00,-65.9776,109.5295
ct182_959F_24,156,25-Feb-2025 02:10:00,-65.9603,109.6469
ct182_959F_24,157,25-Feb-2025 15:00:00,-66.0052,109.8275
ct182_959F_24,158,25-Feb-2025 15:20:00,-65.9925,109.8808
ct182_959F_24,159,25-Feb-2025 18:40:00,-65.9766,109.7587
ct182_959F_24,160,25-Feb-2025 19:50:00,-65.9785,109.6901
ct182_959F_24,161,25-Feb-2025 22:40:00,-66.0287,109.5438
ct182_959F_24,162,26-Feb-2025 02:20:00,-66.0051,109.4877
ct182_959F_24,163,26-Feb-2025 03:50:00,-65.9685,109.4916
ct182_959F_24,164,27-Feb-2025 01:40:00,-66.061,109.2803
ct182_959F_24,165,27-Feb-2025 04:40:00,-66.0877,109.3443
ct182_959F_24,166,27-Feb-2025 15:10:00,-66.298,109.5308
ct182_959F_24,167,27-Feb-2025 21:50:00,-66.4048,109.6015
ct182_959F_24,168,28-Feb-2025 02:00:00,-66.4754,109.6809
ct182_959F_24,169,28-Feb-2025 14:30:00,-66.6235,110.047
ct182_959F_24,170,28-Feb-2025 19:50:00,-66.6662,110.2514
ct182_959F_24,171,01-Mar-2025 01:40:00,-66.5564,110.2513
ct182_959F_24,172,01-Mar-2025 22:20:00,-66.3853,110.4949
ct182_959F_24,173,01-Mar-2025 23:00:00,-66.3784,110.5009
ct182_959F_24,174,01-Mar-2025 23:30:00,-66.4075,110.448
ct182_959F_24,175,02-Mar-2025 00:00:00,-66.4372,110.3942
ct182_959F_24,176,02-Mar-2025 02:30:00,-66.4503,110.2596
ct182_959F_24,177,02-Mar-2025 14:20:00,-66.5081,110.0242
ct182_959F_24,178,02-Mar-2025 15:10:00,-66.486,109.978
ct182_959F_24,179,02-Mar-2025 17:50:00,-66.4618,109.8995
ct182_959F_24,180,03-Mar-2025 02:30:00,-66.4304,109.5959
ct182_959F_24,181,03-Mar-2025 16:40:00,-66.5101,109.1941
ct182_959F_24,182,03-Mar-2025 17:10:00,-66.5197,109.2214
ct182_959F_24,183,03-Mar-2025 20:40:00,-66.5623,109.0905
ct182_959F_24,184,03-Mar-2025 21:30:00,-66.5741,109.0709
ct182_959F_24,185,03-Mar-2025 22:40:00,-66.5727,109.0123
ct182_959F_24,186,04-Mar-2025 09:30:00,-66.6887,108.5566
ct182_959F_24,187,04-Mar-2025 15:40:00,-66.6606,108.4694
ct182_959F_24,188,04-Mar-2025 16:30:00,-66.648,108.5096
ct182_959F_24,189,04-Mar-2025 22:00:00,-66.6696,108.7132
ct182_959F_24,190,05-Mar-2025 02:30:00,-66.7805,109.0075
ct182_959F_24,191,05-Mar-2025 04:20:00,-66.7979,109.1269
ct182_959F_24,192,05-Mar-2025 14:10:00,-66.7661,109.5224
ct182_959F_24,193,05-Mar-2025 14:40:00,-66.7612,109.5214
ct182_959F_24,194,06-Mar-2025 03:20:00,-66.5856,109.4844
ct182_959F_24,195,06-Mar-2025 04:10:00,-66.5719,109.4844
ct182_959F_24,196,06-Mar-2025 15:10:00,-66.6093,109.6203
ct182_959F_24,197,06-Mar-2025 16:20:00,-66.6068,109.6328
ct182_959F_24,198,06-Mar-2025 18:40:00,-66.5801,109.6144
ct182_959F_24,199,07-Mar-2025 02:10:00,-66.6306,109.5516
ct182_959F_24,200,07-Mar-2025 08:10:00,-66.628,109.5617
ct182_959F_24,201,07-Mar-2025 15:10:00,-66.6152,109.4389
ct182_959F_24,202,07-Mar-2025 18:20:00,-66.6393,109.3762
ct182_959F_24,203,07-Mar-2025 18:50:00,-66.6441,109.3485
ct182_959F_24,204,08-Mar-2025 03:10:00,-66.6553,109.4582
ct182_959F_24,205,08-Mar-2025 15:10:00,-66.6196,109.4086
ct182_959F_24,206,08-Mar-2025 17:20:00,-66.6286,109.457
ct182_959F_24,207,08-Mar-2025 17:50:00,-66.619,109.4252
ct182_959F_24,208,08-Mar-2025 22:40:00,-66.5792,109.2631
ct182_959F_24,209,09-Mar-2025 15:40:00,-66.5021,109.2873
