depth,PAR_ADJUSTED
0.0,273.7059
5.0,158.2477
10.0,106.3167
15.0,70.9178
20.0,48.7739
25.0,32.9591
30.0,22.1363
35.0,15.6394
40.0,11.4357
45.0,7.6857
50.0,5.6471
55.0,3.9119
60.0,2.6913
65.0,2.0157
70.0,1.4774
75.0,1.2047
80.0,0.8114
85.0,0.6177
90.0,0.463
95.0,0.3571
100.0,0.2737
105.0,0.2029
110.0,0.1653
115.0,0.1363
120.0,0.1042
125.0,0.0879
130.0,0.0757
135.0,0.0616
140.0,0.0509
145.0,0.0463
150.0,0.042
155.0,0.0341
160.0,0.0294
165.0,0.027
170.0,0.0221
175.0,0.0222
180.0,0.0188
185.0,0.0156
190.0,0.0138
195.0,0.0115
200.0,0.0123
205.0,0.0086
210.0,0.0082
215.0,0.0079
220.0,0.0067
225.0,0.0068
230.0,0.0064
235.0,0.0058
240.0,0.0068
245.0,0.0055
250.0,0.005
