depth,PAR_ADJUSTED
0.0,269.2418
5.0,121.6597
10.0,47.6221
15.0,22.8809
20.0,9.8952
25.0,5.8465
30.0,3.0676
35.0,1.5839
40.0,0.8374
45.0,0.4355
50.0,0.2506
55.0,0.1537
60.0,0.1043
65.0,0.0491
70.0,0.0402
75.0,0.0267
80.0,0.0178
85.0,0.013
90.0,0.0092
95.0,0.0084
100.0,0.0069
105.0,0.0054
110.0,0.004
115.0,0.0031
120.0,0.0022
125.0,0.0027
130.0,0.0023
135.0,0.0019
140.0,0.0018
145.0,0.0015
150.0,0.0015
155.0,0.0014
160.0,0.0014
165.0,0.0012
170.0,0.0011
175.0,0.0009
180.0,0.0009
185.0,0.0009
190.0,0.0009
195.0,0.0011
200.0,0.001
205.0,0.001
210.0,0.0009
215.0,0.0009
220.0,0.0009
225.0,0.001
230.0,0.0011
235.0,0.0011
240.0,0.0009
245.0,0.0012
250.0,0.001
