depth,PAR_ADJUSTED
0.0,777.7429
5.0,394.0506
10.0,233.3388
15.0,137.1219
20.0,88.3343
25.0,58.1046
30.0,36.1176
35.0,22.3855
40.0,14.9797
45.0,10.1194
50.0,6.3051
55.0,3.9189
60.0,2.6201
65.0,1.8333
70.0,1.3207
75.0,0.9249
80.0,0.5877
85.0,0.4661
90.0,0.3142
95.0,0.2349
100.0,0.1665
105.0,0.1245
110.0,0.1017
115.0,0.0796
120.0,0.0668
125.0,0.0523
130.0,0.0451
135.0,0.0372
140.0,0.0353
145.0,0.0327
150.0,0.032
155.0,0.0252
160.0,0.0251
165.0,0.0194
170.0,0.0181
175.0,0.0181
180.0,0.0157
185.0,0.0152
190.0,0.0144
195.0,0.0136
200.0,0.0162
205.0,0.0125
210.0,0.0133
215.0,0.0108
220.0,0.0117
225.0,0.0108
230.0,0.0107
235.0,0.0095
240.0,0.0109
245.0,0.0098
250.0,0.0102
