depth,PAR_ADJUSTED
0.0,202.0219
5.0,116.0653
10.0,80.9507
15.0,54.4077
20.0,38.1834
25.0,25.6055
30.0,18.2118
35.0,13.2497
40.0,9.2295
45.0,6.8574
50.0,4.8836
55.0,3.3793
60.0,2.2589
65.0,1.7708
70.0,1.2297
75.0,1.0288
80.0,0.6993
85.0,0.523
90.0,0.3954
95.0,0.3121
100.0,0.2407
105.0,0.1823
110.0,0.1436
115.0,0.1248
120.0,0.0916
125.0,0.0803
130.0,0.0703
135.0,0.0589
140.0,0.0467
145.0,0.0437
150.0,0.039
155.0,0.0326
160.0,0.0289
165.0,0.025
170.0,0.0214
175.0,0.0219
180.0,0.0185
185.0,0.0166
190.0,0.0143
195.0,0.0128
200.0,0.0128
205.0,0.0092
210.0,0.0087
215.0,0.0078
220.0,0.0071
225.0,0.0072
230.0,0.0063
235.0,0.0057
240.0,0.0061
245.0,0.0051
250.0,0.0043
