depth,PAR_ADJUSTED
0.0,354.4066
5.0,180.9834
10.0,101.7381
15.0,69.5711
20.0,40.7806
25.0,30.3758
30.0,21.9607
35.0,14.063
40.0,9.3069
45.0,6.9192
50.0,4.7831
55.0,3.3947
60.0,2.3506
65.0,1.5225
70.0,1.1998
75.0,0.7796
80.0,0.5505
85.0,0.3979
90.0,0.2746
95.0,0.2166
100.0,0.136
105.0,0.108
110.0,0.0774
115.0,0.071
120.0,0.0434
125.0,0.043
130.0,0.0324
135.0,0.0269
140.0,0.0259
145.0,0.0199
150.0,0.0159
155.0,0.0153
160.0,0.0123
165.0,0.0129
170.0,0.0091
175.0,0.0073
180.0,0.0071
185.0,0.0061
190.0,0.0068
195.0,0.006
200.0,0.006
205.0,0.0054
210.0,0.0046
215.0,0.0036
220.0,0.0039
225.0,0.0037
230.0,0.0033
235.0,0.0032
240.0,0.0028
245.0,0.003
250.0,0.0022
