depth,PAR_ADJUSTED
0.0,144.3816
5.0,68.1802
10.0,30.0992
15.0,19.1517
20.0,9.8127
25.0,6.1325
30.0,3.3209
35.0,2.4057
40.0,1.2496
45.0,0.7171
50.0,0.503
55.0,0.3581
60.0,0.2295
65.0,0.1644
70.0,0.1254
75.0,0.0952
80.0,0.0691
85.0,0.0426
90.0,0.0348
95.0,0.0254
100.0,0.0215
105.0,0.0208
110.0,0.0155
115.0,0.0093
120.0,0.0071
125.0,0.0072
130.0,0.0061
135.0,0.0054
140.0,0.005
145.0,0.0033
150.0,0.0031
155.0,0.0021
160.0,0.0029
165.0,0.0022
170.0,0.002
175.0,0.0017
180.0,0.0014
185.0,0.0016
190.0,0.0012
195.0,0.002
200.0,0.0021
205.0,0.0018
210.0,0.002
215.0,0.0013
220.0,0.002
225.0,0.0019
230.0,0.0019
235.0,0.0019
240.0,0.0016
245.0,0.002
250.0,0.0011
