depth,PAR_ADJUSTED
0.0,161.1079
5.0,84.774
10.0,43.0272
15.0,29.1825
20.0,18.0221
25.0,12.6032
30.0,7.6096
35.0,5.1311
40.0,3.6955
45.0,2.759
50.0,2.0015
55.0,1.3436
60.0,1.222
65.0,0.7583
70.0,0.6624
75.0,0.4595
80.0,0.3964
85.0,0.2906
90.0,0.2063
95.0,0.1667
100.0,0.1306
105.0,0.1032
110.0,0.083
115.0,0.0651
120.0,0.0432
125.0,0.0441
130.0,0.0348
135.0,0.0298
140.0,0.0241
145.0,0.0199
150.0,0.02
155.0,0.0165
160.0,0.0157
165.0,0.0143
170.0,0.0129
175.0,0.011
180.0,0.0107
185.0,0.0103
190.0,0.0108
195.0,0.013
200.0,0.0145
205.0,0.0118
210.0,0.0128
215.0,0.0113
220.0,0.0124
225.0,0.0106
230.0,0.0114
235.0,0.0097
240.0,0.0096
245.0,0.0102
250.0,0.0087
