depth,PAR_ADJUSTED
0.0,368.2675
5.0,144.2077
10.0,58.7825
15.0,27.5991
20.0,12.8509
25.0,6.0511
30.0,2.8385
35.0,1.3314
40.0,0.6134
45.0,0.2712
50.0,0.1472
55.0,0.0809
60.0,0.0433
65.0,0.0267
70.0,0.0161
75.0,0.0103
80.0,0.0067
85.0,0.0046
90.0,0.0031
95.0,0.0025
100.0,0.0021
105.0,0.0014
110.0,0.0011
115.0,0.001
120.0,0.0008
125.0,0.0007
130.0,0.0007
135.0,0.0006
140.0,0.0005
145.0,0.0005
150.0,0.0005
155.0,0.0004
160.0,0.0004
165.0,0.0004
170.0,0.0004
175.0,0.0003
180.0,0.0003
185.0,0.0003
190.0,0.0004
195.0,0.0004
200.0,0.0004
205.0,0.0004
210.0,0.0004
215.0,0.0004
220.0,0.0005
225.0,0.0005
230.0,0.0006
235.0,0.0006
240.0,0.0007
245.0,0.0007
250.0,0.0008
