depth,PAR_ADJUSTED
0.0,233.6051
5.0,106.3271
10.0,51.4947
15.0,26.2991
20.0,14.3835
25.0,8.196
30.0,4.5629
35.0,2.4935
40.0,1.3847
45.0,0.7604
50.0,0.4795
55.0,0.3108
60.0,0.2021
65.0,0.1459
70.0,0.1085
75.0,0.0776
80.0,0.0551
85.0,0.0437
90.0,0.0334
95.0,0.0272
100.0,0.0215
105.0,0.0165
110.0,0.0133
115.0,0.0109
120.0,0.0097
125.0,0.0086
130.0,0.0074
135.0,0.0071
140.0,0.006
145.0,0.0049
150.0,0.005
155.0,0.0043
160.0,0.0041
165.0,0.0033
170.0,0.0033
175.0,0.0033
180.0,0.0029
185.0,0.0028
190.0,0.0032
195.0,0.0027
200.0,0.0029
205.0,0.0026
210.0,0.0028
215.0,0.0027
220.0,0.0026
225.0,0.0027
230.0,0.003
235.0,0.0033
240.0,0.003
245.0,0.0028
250.0,0.0027
