depth,PAR_ADJUSTED
0.0,154.56
5.0,71.7052
10.0,29.408
15.0,17.083
20.0,8.3694
25.0,5.1174
30.0,2.4565
35.0,1.6891
40.0,0.8438
45.0,0.4208
50.0,0.2735
55.0,0.1853
60.0,0.1095
65.0,0.0642
70.0,0.0547
75.0,0.0398
80.0,0.0273
85.0,0.0192
90.0,0.0155
95.0,0.0124
100.0,0.0113
105.0,0.0106
110.0,0.0065
115.0,0.0041
120.0,0.0032
125.0,0.0038
130.0,0.0032
135.0,0.0027
140.0,0.0024
145.0,0.0018
150.0,0.0017
155.0,0.0013
160.0,0.0016
165.0,0.0012
170.0,0.0012
175.0,0.0011
180.0,0.0008
185.0,0.001
190.0,0.0008
195.0,0.0014
200.0,0.0014
205.0,0.0014
210.0,0.0014
215.0,0.001
220.0,0.0014
225.0,0.0016
230.0,0.0015
235.0,0.0015
240.0,0.0013
245.0,0.0016
250.0,0.0009
