depth,PAR_ADJUSTED
0.0,196.0893
5.0,65.0006
10.0,21.9378
15.0,8.5209
20.0,3.3466
25.0,1.3454
30.0,0.5375
35.0,0.2281
40.0,0.0915
45.0,0.0338
50.0,0.0183
55.0,0.0099
60.0,0.0051
65.0,0.0031
70.0,0.0021
75.0,0.0014
80.0,0.0011
85.0,0.0008
90.0,0.0006
95.0,0.0006
100.0,0.0006
105.0,0.0005
110.0,0.0004
115.0,0.0004
120.0,0.0004
125.0,0.0004
130.0,0.0005
135.0,0.0005
140.0,0.0005
145.0,0.0005
150.0,0.0005
155.0,0.0005
160.0,0.0006
165.0,0.0005
170.0,0.0005
175.0,0.0005
180.0,0.0006
185.0,0.0005
190.0,0.0006
195.0,0.0006
200.0,0.0005
205.0,0.0006
210.0,0.0005
215.0,0.0005
220.0,0.0006
225.0,0.0006
230.0,0.0007
235.0,0.0008
240.0,0.0008
245.0,0.0009
250.0,0.0008
