depth,PAR_ADJUSTED
0.0,217.5658
5.0,104.1522
10.0,50.2247
15.0,28.7863
20.0,15.4111
25.0,8.9103
30.0,5.6047
35.0,2.8777
40.0,1.7597
45.0,1.0221
50.0,0.5887
55.0,0.3976
60.0,0.3216
65.0,0.1726
70.0,0.1509
75.0,0.119
80.0,0.0805
85.0,0.0599
90.0,0.0469
95.0,0.0363
100.0,0.0326
105.0,0.0261
110.0,0.0217
115.0,0.0151
120.0,0.012
125.0,0.0124
130.0,0.0113
135.0,0.0091
140.0,0.0084
145.0,0.0065
150.0,0.0072
155.0,0.0059
160.0,0.007
165.0,0.0056
170.0,0.0053
175.0,0.0043
180.0,0.0047
185.0,0.0045
190.0,0.004
195.0,0.004
200.0,0.0045
205.0,0.0035
210.0,0.0047
215.0,0.004
220.0,0.0038
225.0,0.0036
230.0,0.0036
235.0,0.0045
240.0,0.0045
245.0,0.0038
250.0,0.0038
