depth,PAR_ADJUSTED
0.0,333.1311
5.0,167.2126
10.0,91.7792
15.0,60.9703
20.0,34.0774
25.0,24.2945
30.0,15.2687
35.0,9.9721
40.0,6.4982
45.0,4.442
50.0,2.9954
55.0,2.0612
60.0,1.44
65.0,0.9202
70.0,0.6681
75.0,0.4391
80.0,0.328
85.0,0.2169
90.0,0.1549
95.0,0.1191
100.0,0.0812
105.0,0.0686
110.0,0.0483
115.0,0.0444
120.0,0.0262
125.0,0.0243
130.0,0.0212
135.0,0.0161
140.0,0.0137
145.0,0.0108
150.0,0.0101
155.0,0.008
160.0,0.0068
165.0,0.0066
170.0,0.0049
175.0,0.004
180.0,0.0036
185.0,0.0031
190.0,0.0032
195.0,0.0029
200.0,0.0028
205.0,0.0026
210.0,0.0024
215.0,0.0019
220.0,0.0021
225.0,0.002
230.0,0.002
235.0,0.0018
240.0,0.0018
245.0,0.0018
250.0,0.0016
