depth,PAR_ADJUSTED
0.0,300.9004
5.0,145.1366
10.0,58.0359
15.0,29.3541
20.0,13.0129
25.0,8.0249
30.0,4.6153
35.0,2.4103
40.0,1.3465
45.0,0.784
50.0,0.4618
55.0,0.2837
60.0,0.2066
65.0,0.0948
70.0,0.0744
75.0,0.0528
80.0,0.0346
85.0,0.0244
90.0,0.0184
95.0,0.0137
100.0,0.0106
105.0,0.0091
110.0,0.0076
115.0,0.005
120.0,0.0038
125.0,0.0045
130.0,0.0035
135.0,0.0031
140.0,0.003
145.0,0.0021
150.0,0.0021
155.0,0.0019
160.0,0.0019
165.0,0.0015
170.0,0.0016
175.0,0.0013
180.0,0.0014
185.0,0.0013
190.0,0.0013
195.0,0.0016
200.0,0.0014
205.0,0.0014
210.0,0.0013
215.0,0.0013
220.0,0.0014
225.0,0.0015
230.0,0.0016
235.0,0.0016
240.0,0.0013
245.0,0.0017
250.0,0.0013
