depth,PAR_ADJUSTED
0.0,257.231
5.0,105.0454
10.0,41.5042
15.0,20.6474
20.0,9.3958
25.0,5.2619
30.0,2.851
35.0,1.3946
40.0,0.7616
45.0,0.3837
50.0,0.2458
55.0,0.1454
60.0,0.0975
65.0,0.0631
70.0,0.0435
75.0,0.0342
80.0,0.0247
85.0,0.0192
90.0,0.0155
95.0,0.0125
100.0,0.0113
105.0,0.0092
110.0,0.0077
115.0,0.006
120.0,0.0051
125.0,0.0055
130.0,0.0052
135.0,0.0049
140.0,0.0039
145.0,0.0031
150.0,0.0035
155.0,0.0029
160.0,0.0029
165.0,0.0023
170.0,0.0022
175.0,0.0019
180.0,0.0018
185.0,0.0019
190.0,0.0018
195.0,0.0021
200.0,0.0016
205.0,0.0017
210.0,0.0016
215.0,0.0017
220.0,0.0015
225.0,0.0016
230.0,0.0015
235.0,0.0018
240.0,0.0017
245.0,0.002
250.0,0.0019
