depth,PAR_ADJUSTED
0.0,926.5401
5.0,446.692
10.0,249.6535
15.0,144.1479
20.0,90.7199
25.0,55.1347
30.0,34.0429
35.0,19.9954
40.0,12.8907
45.0,8.1296
50.0,5.0126
55.0,2.9151
60.0,1.9255
65.0,1.2296
70.0,0.8104
75.0,0.5517
80.0,0.3639
85.0,0.2626
90.0,0.1635
95.0,0.127
100.0,0.0908
105.0,0.0639
110.0,0.052
115.0,0.0428
120.0,0.0344
125.0,0.0282
130.0,0.0245
135.0,0.02
140.0,0.0184
145.0,0.0162
150.0,0.0163
155.0,0.0136
160.0,0.0133
165.0,0.0116
170.0,0.011
175.0,0.0093
180.0,0.0091
185.0,0.0087
190.0,0.009
195.0,0.0088
200.0,0.0089
205.0,0.0075
210.0,0.0089
215.0,0.0066
220.0,0.0074
225.0,0.0075
230.0,0.0067
235.0,0.006
240.0,0.0072
245.0,0.0063
250.0,0.0063
