depth,PAR_ADJUSTED
0.0,157.2551
5.0,86.503
10.0,52.4327
15.0,34.6253
20.0,21.679
25.0,14.9857
30.0,9.6106
35.0,6.7921
40.0,4.4306
45.0,2.9121
50.0,1.9836
55.0,1.3437
60.0,0.9213
65.0,0.6266
70.0,0.4621
75.0,0.3252
80.0,0.234
85.0,0.1701
90.0,0.1159
95.0,0.0891
100.0,0.0691
105.0,0.0511
110.0,0.0359
115.0,0.0287
120.0,0.022
125.0,0.0162
130.0,0.0154
135.0,0.0129
140.0,0.0099
145.0,0.0086
150.0,0.0083
155.0,0.0071
160.0,0.0058
165.0,0.0051
170.0,0.0048
175.0,0.0047
180.0,0.0037
185.0,0.0032
190.0,0.0034
195.0,0.0031
200.0,0.0029
205.0,0.0024
210.0,0.0022
215.0,0.0022
220.0,0.0018
225.0,0.002
230.0,0.0019
235.0,0.0019
240.0,0.002
245.0,0.002
250.0,0.0018
