depth,PAR_ADJUSTED
0.0,193.6112
5.0,63.943
10.0,21.4509
15.0,8.297
20.0,3.2339
25.0,1.2961
30.0,0.5148
35.0,0.2184
40.0,0.087
45.0,0.0319
50.0,0.0174
55.0,0.0094
60.0,0.0049
65.0,0.003
70.0,0.002
75.0,0.0013
80.0,0.001
85.0,0.0008
90.0,0.0006
95.0,0.0006
100.0,0.0006
105.0,0.0005
110.0,0.0004
115.0,0.0005
120.0,0.0004
125.0,0.0004
130.0,0.0005
135.0,0.0006
140.0,0.0005
145.0,0.0005
150.0,0.0006
155.0,0.0006
160.0,0.0006
165.0,0.0006
170.0,0.0006
175.0,0.0006
180.0,0.0006
185.0,0.0006
190.0,0.0007
195.0,0.0006
200.0,0.0005
205.0,0.0006
210.0,0.0005
215.0,0.0005
220.0,0.0006
225.0,0.0006
230.0,0.0007
235.0,0.0008
240.0,0.0008
245.0,0.0009
250.0,0.0008
