depth,PAR_ADJUSTED
0.0,121.6708
5.0,61.527
10.0,30.7553
15.0,20.4043
20.0,11.5752
25.0,7.7336
30.0,5.0934
35.0,3.1248
40.0,1.9044
45.0,1.1818
50.0,0.7652
55.0,0.5697
60.0,0.3899
65.0,0.2807
70.0,0.2081
75.0,0.1614
80.0,0.1218
85.0,0.073
90.0,0.0545
95.0,0.046
100.0,0.0378
105.0,0.0315
110.0,0.022
115.0,0.0154
120.0,0.0109
125.0,0.0101
130.0,0.0087
135.0,0.0057
140.0,0.0047
145.0,0.0039
150.0,0.0039
155.0,0.0028
160.0,0.0033
165.0,0.0027
170.0,0.002
175.0,0.0016
180.0,0.0015
185.0,0.0016
190.0,0.0015
195.0,0.0016
200.0,0.0023
205.0,0.0019
210.0,0.0023
215.0,0.0018
220.0,0.0022
225.0,0.002
230.0,0.0019
235.0,0.002
240.0,0.0022
245.0,0.002
250.0,0.0018
