depth,PAR_ADJUSTED
0.0,144.8481
5.0,79.3417
10.0,39.5945
15.0,23.5702
20.0,12.2121
25.0,8.6027
30.0,4.8742
35.0,3.6122
40.0,1.8674
45.0,1.1826
50.0,0.7833
55.0,0.488
60.0,0.3306
65.0,0.186
70.0,0.1512
75.0,0.0879
80.0,0.0606
85.0,0.0406
90.0,0.0283
95.0,0.0245
100.0,0.0166
105.0,0.0128
110.0,0.0095
115.0,0.0069
120.0,0.0055
125.0,0.0056
130.0,0.004
135.0,0.0038
140.0,0.003
145.0,0.0025
150.0,0.0024
155.0,0.0019
160.0,0.0022
165.0,0.0019
170.0,0.002
175.0,0.0016
180.0,0.0013
185.0,0.0017
190.0,0.0019
195.0,0.0024
200.0,0.0026
205.0,0.0031
210.0,0.003
215.0,0.0024
220.0,0.0032
225.0,0.0032
230.0,0.003
235.0,0.003
240.0,0.0028
245.0,0.003
250.0,0.0021
