depth,PAR_ADJUSTED
0.0,418.488
5.0,197.1688
10.0,100.1689
15.0,60.1054
20.0,30.2466
25.0,19.7331
30.0,11.3311
35.0,7.2285
40.0,4.1164
45.0,2.5612
50.0,1.5922
55.0,1.0614
60.0,0.6972
65.0,0.3942
70.0,0.2593
75.0,0.1627
80.0,0.1149
85.0,0.0727
90.0,0.0495
95.0,0.0377
100.0,0.0248
105.0,0.0205
110.0,0.0133
115.0,0.0117
120.0,0.007
125.0,0.0066
130.0,0.0053
135.0,0.0039
140.0,0.0037
145.0,0.0029
150.0,0.0024
155.0,0.0023
160.0,0.0019
165.0,0.0017
170.0,0.0014
175.0,0.001
180.0,0.001
185.0,0.0009
190.0,0.0009
195.0,0.001
200.0,0.001
205.0,0.001
210.0,0.001
215.0,0.0008
220.0,0.0008
225.0,0.0009
230.0,0.001
235.0,0.0008
240.0,0.0008
245.0,0.0009
250.0,0.0008
