depth,PAR_ADJUSTED
0.0,103.5598
5.0,49.7483
10.0,22.0755
15.0,11.8991
20.0,6.0517
25.0,3.7655
30.0,1.8775
35.0,1.2773
40.0,0.6609
45.0,0.4088
50.0,0.254
55.0,0.1563
60.0,0.1129
65.0,0.0752
70.0,0.0547
75.0,0.0426
80.0,0.0329
85.0,0.0205
90.0,0.0146
95.0,0.0124
100.0,0.0097
105.0,0.0081
110.0,0.0058
115.0,0.0047
120.0,0.0035
125.0,0.0033
130.0,0.0027
135.0,0.0026
140.0,0.0019
145.0,0.0018
150.0,0.0015
155.0,0.0013
160.0,0.0013
165.0,0.0013
170.0,0.0012
175.0,0.0011
180.0,0.0009
185.0,0.0012
190.0,0.0012
195.0,0.0012
200.0,0.0015
205.0,0.0015
210.0,0.0016
215.0,0.0013
220.0,0.0017
225.0,0.0018
230.0,0.0015
235.0,0.0018
240.0,0.0018
245.0,0.0018
250.0,0.0017
