depth,PAR_ADJUSTED
0.0,146.4294
5.0,70.0162
10.0,30.573
15.0,19.355
20.0,9.9083
25.0,6.2459
30.0,3.3148
35.0,2.3597
40.0,1.2305
45.0,0.7017
50.0,0.4769
55.0,0.3364
60.0,0.2149
65.0,0.1533
70.0,0.1174
75.0,0.0885
80.0,0.0634
85.0,0.0382
90.0,0.0316
95.0,0.0231
100.0,0.0197
105.0,0.0182
110.0,0.0127
115.0,0.0081
120.0,0.0058
125.0,0.006
130.0,0.0049
135.0,0.0042
140.0,0.0035
145.0,0.0024
150.0,0.0023
155.0,0.0016
160.0,0.002
165.0,0.0015
170.0,0.0015
175.0,0.0012
180.0,0.001
185.0,0.0011
190.0,0.0009
195.0,0.0014
200.0,0.0015
205.0,0.0014
210.0,0.0016
215.0,0.0011
220.0,0.0016
225.0,0.0016
230.0,0.0015
235.0,0.0016
240.0,0.0013
245.0,0.0016
250.0,0.001
