depth,PAR_ADJUSTED
0.0,808.3136
5.0,426.5505
10.0,243.0858
15.0,134.7034
20.0,92.1813
25.0,53.8255
30.0,34.6896
35.0,20.3749
40.0,12.3427
45.0,7.8701
50.0,4.9714
55.0,2.8945
60.0,1.9217
65.0,1.3171
70.0,0.8426
75.0,0.6728
80.0,0.4675
85.0,0.336
90.0,0.2246
95.0,0.1841
100.0,0.1385
105.0,0.1015
110.0,0.0884
115.0,0.067
120.0,0.057
125.0,0.0484
130.0,0.0404
135.0,0.033
140.0,0.028
145.0,0.023
150.0,0.0204
155.0,0.0167
160.0,0.016
165.0,0.0132
170.0,0.013
175.0,0.0099
180.0,0.009
185.0,0.0095
190.0,0.0094
195.0,0.0077
200.0,0.0074
205.0,0.0069
210.0,0.0083
215.0,0.0059
220.0,0.0073
225.0,0.0063
230.0,0.0048
235.0,0.0049
240.0,0.0056
245.0,0.0048
250.0,0.0043
