depth,PAR_ADJUSTED
0.0,110.8736
5.0,51.173
10.0,21.4832
15.0,10.7839
20.0,5.3365
25.0,3.1165
30.0,1.4606
35.0,0.9414
40.0,0.4658
45.0,0.2692
50.0,0.1633
55.0,0.0987
60.0,0.0704
65.0,0.0463
70.0,0.0335
75.0,0.0258
80.0,0.0201
85.0,0.0131
90.0,0.0094
95.0,0.0081
100.0,0.0066
105.0,0.0055
110.0,0.0041
115.0,0.0034
120.0,0.0025
125.0,0.0025
130.0,0.0021
135.0,0.002
140.0,0.0015
145.0,0.0015
150.0,0.0013
155.0,0.0011
160.0,0.0011
165.0,0.0011
170.0,0.001
175.0,0.001
180.0,0.0008
185.0,0.0011
190.0,0.0011
195.0,0.0011
200.0,0.0012
205.0,0.0014
210.0,0.0014
215.0,0.0012
220.0,0.0015
225.0,0.0017
230.0,0.0014
235.0,0.0017
240.0,0.0017
245.0,0.0018
250.0,0.0017
