depth,PAR_ADJUSTED
0.0,277.8732
5.0,116.3688
10.0,51.2876
15.0,25.9797
20.0,13.1477
25.0,7.0281
30.0,3.875
35.0,1.9304
40.0,0.9968
45.0,0.5686
50.0,0.3435
55.0,0.1915
60.0,0.1279
65.0,0.0861
70.0,0.0626
75.0,0.0454
80.0,0.0335
85.0,0.0264
90.0,0.02
95.0,0.0177
100.0,0.0147
105.0,0.0113
110.0,0.0089
115.0,0.0078
120.0,0.0063
125.0,0.0064
130.0,0.006
135.0,0.0057
140.0,0.0045
145.0,0.0039
150.0,0.004
155.0,0.0033
160.0,0.0035
165.0,0.003
170.0,0.0028
175.0,0.0024
180.0,0.0024
185.0,0.0024
190.0,0.0025
195.0,0.0027
200.0,0.0024
205.0,0.0023
210.0,0.0025
215.0,0.0022
220.0,0.0023
225.0,0.0021
230.0,0.0024
235.0,0.0027
240.0,0.0025
245.0,0.0026
250.0,0.0027
