depth,PAR_ADJUSTED
0.0,93.1448
5.0,55.7294
10.0,36.2312
15.0,24.9727
20.0,16.2987
25.0,11.4998
30.0,7.5572
35.0,5.5568
40.0,3.8407
45.0,3.0025
50.0,2.0823
55.0,1.4023
60.0,1.0074
65.0,0.8351
70.0,0.6319
75.0,0.4896
80.0,0.3537
85.0,0.2685
90.0,0.1973
95.0,0.1767
100.0,0.1418
105.0,0.1056
110.0,0.0857
115.0,0.0752
120.0,0.0578
125.0,0.0549
130.0,0.0457
135.0,0.0469
140.0,0.0373
145.0,0.0347
150.0,0.032
155.0,0.0292
160.0,0.0319
165.0,0.0271
170.0,0.024
175.0,0.0247
180.0,0.0216
185.0,0.0244
190.0,0.026
195.0,0.0228
200.0,0.0303
205.0,0.0243
210.0,0.0238
215.0,0.0186
220.0,0.0185
225.0,0.0212
230.0,0.0152
235.0,0.0148
240.0,0.0144
245.0,0.0127
250.0,0.01
