depth,PAR_ADJUSTED
0.0,142.9491
5.0,79.0212
10.0,41.901
15.0,25.6486
20.0,12.9805
25.0,9.7935
30.0,5.2253
35.0,4.3066
40.0,2.4259
45.0,1.4443
50.0,0.9906
55.0,0.5773
60.0,0.4174
65.0,0.2335
70.0,0.187
75.0,0.1127
80.0,0.076
85.0,0.0498
90.0,0.0334
95.0,0.0297
100.0,0.0202
105.0,0.0153
110.0,0.0109
115.0,0.0077
120.0,0.0061
125.0,0.0062
130.0,0.0048
135.0,0.004
140.0,0.0033
145.0,0.0026
150.0,0.0025
155.0,0.002
160.0,0.002
165.0,0.0019
170.0,0.0019
175.0,0.0015
180.0,0.0012
185.0,0.0014
190.0,0.0015
195.0,0.0016
200.0,0.0019
205.0,0.0019
210.0,0.002
215.0,0.0014
220.0,0.0018
225.0,0.0018
230.0,0.0016
235.0,0.0015
240.0,0.0014
245.0,0.0013
250.0,0.001
