depth,PAR_ADJUSTED
0.0,243.5608
5.0,99.5266
10.0,42.7171
15.0,20.0434
20.0,9.2677
25.0,4.6967
30.0,2.175
35.0,1.1108
40.0,0.5398
45.0,0.2576
50.0,0.1361
55.0,0.079
60.0,0.047
65.0,0.0282
70.0,0.0171
75.0,0.0112
80.0,0.0076
85.0,0.0056
90.0,0.0039
95.0,0.0034
100.0,0.0026
105.0,0.002
110.0,0.0016
115.0,0.0014
120.0,0.0012
125.0,0.0011
130.0,0.0012
135.0,0.0012
140.0,0.0011
145.0,0.001
150.0,0.0011
155.0,0.001
160.0,0.0011
165.0,0.001
170.0,0.0011
175.0,0.001
180.0,0.001
185.0,0.0009
190.0,0.0011
195.0,0.001
200.0,0.0012
205.0,0.0012
210.0,0.001
215.0,0.001
220.0,0.0011
225.0,0.0012
230.0,0.0013
235.0,0.0014
240.0,0.0015
245.0,0.0015
250.0,0.0014
