depth,PAR_ADJUSTED
0.0,229.2724
5.0,117.3724
10.0,66.7134
15.0,44.4342
20.0,24.6598
25.0,18.3919
30.0,11.3595
35.0,7.8983
40.0,5.485
45.0,3.8453
50.0,2.7375
55.0,1.8992
60.0,1.4285
65.0,0.8978
70.0,0.7199
75.0,0.4452
80.0,0.3208
85.0,0.2128
90.0,0.1403
95.0,0.1052
100.0,0.074
105.0,0.0553
110.0,0.0367
115.0,0.0292
120.0,0.0185
125.0,0.0157
130.0,0.0118
135.0,0.0087
140.0,0.007
145.0,0.0055
150.0,0.0049
155.0,0.0042
160.0,0.0034
165.0,0.0035
170.0,0.0025
175.0,0.002
180.0,0.0018
185.0,0.0016
190.0,0.0018
195.0,0.0018
200.0,0.002
205.0,0.0019
210.0,0.0018
215.0,0.0015
220.0,0.0018
225.0,0.0018
230.0,0.0019
235.0,0.0015
240.0,0.0015
245.0,0.0018
250.0,0.0013
