depth,PAR_ADJUSTED
0.0,126.4545
5.0,64.7635
10.0,34.4455
15.0,24.205
20.0,13.4102
25.0,9.5573
30.0,6.0736
35.0,3.9776
40.0,2.5764
45.0,1.6666
50.0,1.1349
55.0,0.8198
60.0,0.5757
65.0,0.3773
70.0,0.2958
75.0,0.1976
80.0,0.1407
85.0,0.0866
90.0,0.0593
95.0,0.0486
100.0,0.0369
105.0,0.0267
110.0,0.0175
115.0,0.0133
120.0,0.0084
125.0,0.0079
130.0,0.0053
135.0,0.0037
140.0,0.0027
145.0,0.002
150.0,0.0019
155.0,0.0015
160.0,0.0014
165.0,0.0013
170.0,0.001
175.0,0.0008
180.0,0.0006
185.0,0.0007
190.0,0.0007
195.0,0.0008
200.0,0.001
205.0,0.0009
210.0,0.001
215.0,0.0007
220.0,0.0009
225.0,0.001
230.0,0.001
235.0,0.001
240.0,0.0009
245.0,0.0011
250.0,0.0009
