depth,PAR_ADJUSTED
0.0,190.1499
5.0,78.67
10.0,34.4472
15.0,18.0768
20.0,9.5669
25.0,5.3042
30.0,2.6229
35.0,1.5173
40.0,0.8554
45.0,0.5093
50.0,0.3167
55.0,0.1987
60.0,0.1489
65.0,0.1103
70.0,0.0811
75.0,0.061
80.0,0.0496
85.0,0.0385
90.0,0.0288
95.0,0.0236
100.0,0.019
105.0,0.0149
110.0,0.0115
115.0,0.0098
120.0,0.0072
125.0,0.0074
130.0,0.0062
135.0,0.0065
140.0,0.0053
145.0,0.0043
150.0,0.0041
155.0,0.0036
160.0,0.0041
165.0,0.0034
170.0,0.0036
175.0,0.0029
180.0,0.0028
185.0,0.0031
190.0,0.003
195.0,0.0033
200.0,0.004
205.0,0.0035
210.0,0.0039
215.0,0.0034
220.0,0.0037
225.0,0.0039
230.0,0.0037
235.0,0.0046
240.0,0.0042
245.0,0.0044
250.0,0.0044
