depth,PAR_ADJUSTED
0.0,127.4425
5.0,62.4169
10.0,34.9761
15.0,21.7859
20.0,12.4172
25.0,8.5839
30.0,5.5263
35.0,3.7884
40.0,2.3762
45.0,1.5195
50.0,0.8852
55.0,0.6951
60.0,0.4697
65.0,0.2672
70.0,0.2096
75.0,0.1465
80.0,0.0984
85.0,0.0591
90.0,0.0407
95.0,0.0322
100.0,0.0233
105.0,0.0155
110.0,0.0102
115.0,0.0079
120.0,0.0047
125.0,0.0046
130.0,0.0031
135.0,0.0022
140.0,0.0018
145.0,0.0013
150.0,0.0012
155.0,0.0009
160.0,0.0009
165.0,0.0008
170.0,0.0008
175.0,0.0007
180.0,0.0005
185.0,0.0005
190.0,0.0005
195.0,0.0008
200.0,0.001
205.0,0.0009
210.0,0.001
215.0,0.0008
220.0,0.0011
225.0,0.0011
230.0,0.0012
235.0,0.001
240.0,0.0012
245.0,0.0013
250.0,0.001
