depth,PAR_ADJUSTED
0.0,148.6144
5.0,71.9043
10.0,31.1571
15.0,19.4736
20.0,9.7448
25.0,6.4622
30.0,3.2417
35.0,2.2975
40.0,1.2053
45.0,0.6701
50.0,0.4516
55.0,0.3126
60.0,0.1958
65.0,0.1403
70.0,0.102
75.0,0.0762
80.0,0.0514
85.0,0.0309
90.0,0.0257
95.0,0.0193
100.0,0.0171
105.0,0.0156
110.0,0.0095
115.0,0.0063
120.0,0.0046
125.0,0.0049
130.0,0.004
135.0,0.0031
140.0,0.0027
145.0,0.0019
150.0,0.0018
155.0,0.0013
160.0,0.0016
165.0,0.0012
170.0,0.0012
175.0,0.0011
180.0,0.0008
185.0,0.0009
190.0,0.0007
195.0,0.0013
200.0,0.0013
205.0,0.0013
210.0,0.0013
215.0,0.001
220.0,0.0014
225.0,0.0014
230.0,0.0014
235.0,0.0014
240.0,0.0013
245.0,0.0016
250.0,0.0008
