depth,PAR_ADJUSTED
0.0,233.391
5.0,89.1146
10.0,34.3128
15.0,14.9652
20.0,6.6367
25.0,2.9679
30.0,1.3672
35.0,0.6063
40.0,0.2766
45.0,0.1214
50.0,0.0659
55.0,0.0391
60.0,0.022
65.0,0.0139
70.0,0.01
75.0,0.0068
80.0,0.005
85.0,0.0039
90.0,0.0028
95.0,0.0026
100.0,0.0023
105.0,0.0017
110.0,0.0014
115.0,0.0014
120.0,0.0013
125.0,0.0012
130.0,0.0012
135.0,0.0013
140.0,0.0011
145.0,0.001
150.0,0.0011
155.0,0.001
160.0,0.0011
165.0,0.001
170.0,0.0009
175.0,0.0009
180.0,0.0009
185.0,0.0009
190.0,0.001
195.0,0.0009
200.0,0.0009
205.0,0.001
210.0,0.0009
215.0,0.001
220.0,0.001
225.0,0.0011
230.0,0.0013
235.0,0.0014
240.0,0.0015
245.0,0.0015
250.0,0.0016
