depth,PAR_ADJUSTED
0.0,212.5617
5.0,102.237
10.0,56.9544
15.0,35.268
20.0,22.5721
25.0,14.7596
30.0,9.8916
35.0,6.7464
40.0,4.2859
45.0,2.7554
50.0,1.9162
55.0,1.5042
60.0,1.0622
65.0,0.7405
70.0,0.647
75.0,0.5364
80.0,0.4292
85.0,0.3212
90.0,0.2262
95.0,0.2171
100.0,0.1694
105.0,0.1389
110.0,0.1235
115.0,0.0949
120.0,0.08
125.0,0.0742
130.0,0.0594
135.0,0.0528
140.0,0.0429
145.0,0.0354
150.0,0.0373
155.0,0.0289
160.0,0.0264
165.0,0.022
170.0,0.0191
175.0,0.0164
180.0,0.0145
185.0,0.0137
190.0,0.0122
195.0,0.012
200.0,0.0115
205.0,0.0106
210.0,0.008
215.0,0.008
220.0,0.0081
225.0,0.0072
230.0,0.0071
235.0,0.007
240.0,0.0084
245.0,0.0072
250.0,0.0066
