depth,PAR_ADJUSTED
0.0,99.5875
5.0,62.9527
10.0,43.4552
15.0,30.5147
20.0,20.8383
25.0,16.0379
30.0,10.8585
35.0,8.5671
40.0,6.1943
45.0,5.1415
50.0,3.4365
55.0,2.4777
60.0,1.8578
65.0,1.4704
70.0,1.2625
75.0,0.9584
80.0,0.7339
85.0,0.5802
90.0,0.424
95.0,0.3889
100.0,0.3183
105.0,0.2506
110.0,0.2073
115.0,0.1785
120.0,0.1352
125.0,0.1337
130.0,0.1089
135.0,0.1224
140.0,0.0946
145.0,0.0889
150.0,0.0818
155.0,0.0677
160.0,0.081
165.0,0.0694
170.0,0.0574
175.0,0.0632
180.0,0.0515
185.0,0.0605
190.0,0.0622
195.0,0.0493
200.0,0.066
205.0,0.0595
210.0,0.0526
215.0,0.0429
220.0,0.0431
225.0,0.0461
230.0,0.032
235.0,0.0329
240.0,0.0297
245.0,0.0272
250.0,0.0228
