depth,PAR_ADJUSTED
0.0,144.72
5.0,67.6522
10.0,29.5593
15.0,18.6183
20.0,9.5178
25.0,5.8542
30.0,3.1317
35.0,2.2668
40.0,1.1576
45.0,0.6515
50.0,0.4554
55.0,0.323
60.0,0.2045
65.0,0.1455
70.0,0.1133
75.0,0.0875
80.0,0.0633
85.0,0.0402
90.0,0.0329
95.0,0.0242
100.0,0.0208
105.0,0.0205
110.0,0.0153
115.0,0.0092
120.0,0.007
125.0,0.0072
130.0,0.0062
135.0,0.0055
140.0,0.005
145.0,0.0034
150.0,0.0032
155.0,0.0022
160.0,0.0029
165.0,0.0022
170.0,0.0021
175.0,0.0017
180.0,0.0014
185.0,0.0016
190.0,0.0012
195.0,0.002
200.0,0.0021
205.0,0.0018
210.0,0.002
215.0,0.0013
220.0,0.002
225.0,0.0018
230.0,0.0018
235.0,0.0019
240.0,0.0015
245.0,0.0019
250.0,0.0011
