depth,PAR_ADJUSTED
0.0,195.0125
5.0,86.5436
10.0,36.6698
15.0,20.0316
20.0,10.1087
25.0,5.7451
30.0,3.0913
35.0,1.7221
40.0,0.9919
45.0,0.6684
50.0,0.4024
55.0,0.2625
60.0,0.193
65.0,0.1202
70.0,0.0936
75.0,0.0663
80.0,0.0499
85.0,0.0345
90.0,0.0243
95.0,0.0205
100.0,0.0147
105.0,0.0112
110.0,0.0084
115.0,0.0067
120.0,0.0046
125.0,0.0046
130.0,0.0037
135.0,0.0035
140.0,0.0029
145.0,0.0024
150.0,0.0022
155.0,0.0019
160.0,0.002
165.0,0.0018
170.0,0.002
175.0,0.0016
180.0,0.0015
185.0,0.0017
190.0,0.0017
195.0,0.0021
200.0,0.0024
205.0,0.0024
210.0,0.0027
215.0,0.0025
220.0,0.003
225.0,0.003
230.0,0.0028
235.0,0.003
240.0,0.0028
245.0,0.0034
250.0,0.0036
