depth,PAR_ADJUSTED
0.0,246.9955
5.0,101.9293
10.0,40.5802
15.0,21.0542
20.0,9.5352
25.0,4.7652
30.0,2.4086
35.0,1.2446
40.0,0.5833
45.0,0.2654
50.0,0.1435
55.0,0.0803
60.0,0.0444
65.0,0.0274
70.0,0.0179
75.0,0.0108
80.0,0.0066
85.0,0.0048
90.0,0.0031
95.0,0.0023
100.0,0.0018
105.0,0.0012
110.0,0.0009
115.0,0.0008
120.0,0.0006
125.0,0.0005
130.0,0.0005
135.0,0.0004
140.0,0.0004
145.0,0.0003
150.0,0.0004
155.0,0.0004
160.0,0.0004
165.0,0.0003
170.0,0.0003
175.0,0.0003
180.0,0.0003
185.0,0.0003
190.0,0.0004
195.0,0.0005
200.0,0.0006
205.0,0.0007
210.0,0.0007
215.0,0.0006
220.0,0.0007
225.0,0.0008
230.0,0.0009
235.0,0.0009
240.0,0.001
245.0,0.001
250.0,0.001
