depth,PAR_ADJUSTED
0.0,882.4396
5.0,463.4531
10.0,287.2567
15.0,196.8001
20.0,128.7374
25.0,88.1351
30.0,59.7437
35.0,42.7573
40.0,31.2304
45.0,22.1627
50.0,15.2316
55.0,10.8464
60.0,7.7335
65.0,5.3572
70.0,3.9934
75.0,2.9705
80.0,2.2564
85.0,1.6626
90.0,1.2344
95.0,0.9131
100.0,0.683
105.0,0.5657
110.0,0.428
115.0,0.337
120.0,0.2654
125.0,0.2195
130.0,0.1811
135.0,0.1393
140.0,0.1278
145.0,0.0993
150.0,0.0881
155.0,0.0727
160.0,0.0631
165.0,0.0526
170.0,0.0467
175.0,0.0366
180.0,0.0325
185.0,0.0276
190.0,0.0237
195.0,0.0228
200.0,0.0186
205.0,0.0157
210.0,0.0158
215.0,0.0132
220.0,0.0118
225.0,0.0115
230.0,0.0104
235.0,0.0094
240.0,0.0106
245.0,0.0094
250.0,0.0098
