depth,PAR_ADJUSTED
0.0,177.1741
5.0,74.9474
10.0,28.1478
15.0,14.2241
20.0,6.3347
25.0,3.4669
30.0,1.9015
35.0,1.018
40.0,0.5226
45.0,0.2728
50.0,0.1552
55.0,0.1019
60.0,0.0828
65.0,0.0414
70.0,0.0421
75.0,0.0316
80.0,0.0229
85.0,0.0172
90.0,0.0149
95.0,0.0114
100.0,0.0122
105.0,0.0097
110.0,0.0065
115.0,0.0048
120.0,0.0034
125.0,0.0042
130.0,0.0037
135.0,0.0031
140.0,0.0027
145.0,0.0022
150.0,0.0023
155.0,0.0018
160.0,0.002
165.0,0.0016
170.0,0.0015
175.0,0.0014
180.0,0.0015
185.0,0.0016
190.0,0.0015
195.0,0.0017
200.0,0.0016
205.0,0.0016
210.0,0.0017
215.0,0.0014
220.0,0.0017
225.0,0.0018
230.0,0.0017
235.0,0.0021
240.0,0.0018
245.0,0.0021
250.0,0.0018
