depth,PAR_ADJUSTED
0.0,638.2593
5.0,284.4064
10.0,144.3364
15.0,80.3414
20.0,43.963
25.0,25.8191
30.0,14.7488
35.0,8.6372
40.0,4.8021
45.0,2.8376
50.0,1.7102
55.0,1.0386
60.0,0.6439
65.0,0.3684
70.0,0.2281
75.0,0.1438
80.0,0.0963
85.0,0.0641
90.0,0.0399
95.0,0.0307
100.0,0.0191
105.0,0.013
110.0,0.0091
115.0,0.0082
120.0,0.0054
125.0,0.0048
130.0,0.0039
135.0,0.0031
140.0,0.0029
145.0,0.0024
150.0,0.0019
155.0,0.0018
160.0,0.0016
165.0,0.0015
170.0,0.0014
175.0,0.001
180.0,0.001
185.0,0.0009
190.0,0.001
195.0,0.001
200.0,0.0011
205.0,0.001
210.0,0.0011
215.0,0.0009
220.0,0.0009
225.0,0.001
230.0,0.001
235.0,0.0009
240.0,0.001
245.0,0.001
250.0,0.001
