depth,PAR_ADJUSTED
0.0,135.6628
5.0,72.368
10.0,34.9569
15.0,20.7043
20.0,10.4667
25.0,7.1611
30.0,4.0621
35.0,2.8893
40.0,1.4735
45.0,0.9175
50.0,0.6213
55.0,0.3867
60.0,0.2563
65.0,0.1482
70.0,0.1162
75.0,0.0706
80.0,0.0482
85.0,0.0328
90.0,0.0231
95.0,0.0196
100.0,0.0134
105.0,0.0102
110.0,0.0078
115.0,0.0055
120.0,0.0046
125.0,0.0045
130.0,0.0033
135.0,0.0032
140.0,0.0025
145.0,0.002
150.0,0.0019
155.0,0.0016
160.0,0.0018
165.0,0.0016
170.0,0.0016
175.0,0.0013
180.0,0.0011
185.0,0.0014
190.0,0.0015
195.0,0.0019
200.0,0.0021
205.0,0.0024
210.0,0.0025
215.0,0.0019
220.0,0.0026
225.0,0.0026
230.0,0.0025
235.0,0.0025
240.0,0.0023
245.0,0.0025
250.0,0.0019
