depth,PAR_ADJUSTED
0.0,137.1224
5.0,72.3299
10.0,30.1032
15.0,18.834
20.0,9.3644
25.0,6.4083
30.0,3.4083
35.0,2.3274
40.0,1.2362
45.0,0.6678
50.0,0.4128
55.0,0.2878
60.0,0.1892
65.0,0.0933
70.0,0.0879
75.0,0.0569
80.0,0.0398
85.0,0.0289
90.0,0.0222
95.0,0.0177
100.0,0.014
105.0,0.0132
110.0,0.0082
115.0,0.0052
120.0,0.0037
125.0,0.0051
130.0,0.0041
135.0,0.0033
140.0,0.0032
145.0,0.0023
150.0,0.0022
155.0,0.0019
160.0,0.0022
165.0,0.0018
170.0,0.0018
175.0,0.0015
180.0,0.0012
185.0,0.0016
190.0,0.0012
195.0,0.0029
200.0,0.0026
205.0,0.0026
210.0,0.0025
215.0,0.0018
220.0,0.0029
225.0,0.0028
230.0,0.0031
235.0,0.0028
240.0,0.0024
245.0,0.0026
250.0,0.0011
