depth,PAR_ADJUSTED
0.0,766.3817
5.0,384.996
10.0,225.6212
15.0,131.4288
20.0,83.776
25.0,54.6301
30.0,33.585
35.0,20.7621
40.0,13.6401
45.0,9.1425
50.0,5.6606
55.0,3.4951
60.0,2.3361
65.0,1.6142
70.0,1.1476
75.0,0.8012
80.0,0.5082
85.0,0.4019
90.0,0.273
95.0,0.203
100.0,0.1425
105.0,0.1074
110.0,0.0871
115.0,0.0682
120.0,0.0582
125.0,0.0453
130.0,0.0391
135.0,0.0324
140.0,0.0309
145.0,0.029
150.0,0.0283
155.0,0.0224
160.0,0.0223
165.0,0.0173
170.0,0.0163
175.0,0.0162
180.0,0.0142
185.0,0.0137
190.0,0.0131
195.0,0.0126
200.0,0.015
205.0,0.0116
210.0,0.0124
215.0,0.0101
220.0,0.0109
225.0,0.0102
230.0,0.0101
235.0,0.0091
240.0,0.0104
245.0,0.0095
250.0,0.0098
