depth,PAR_ADJUSTED
0.0,222.0805
5.0,114.0416
10.0,63.5702
15.0,40.2072
20.0,25.2161
25.0,17.0293
30.0,10.5902
35.0,7.0951
40.0,4.9846
45.0,3.4375
50.0,2.502
55.0,1.6716
60.0,1.3389
65.0,0.8584
70.0,0.6882
75.0,0.4749
80.0,0.4254
85.0,0.2954
90.0,0.2167
95.0,0.1565
100.0,0.1253
105.0,0.0971
110.0,0.0774
115.0,0.0607
120.0,0.0395
125.0,0.0334
130.0,0.0274
135.0,0.0229
140.0,0.0176
145.0,0.013
150.0,0.0136
155.0,0.0099
160.0,0.009
165.0,0.0078
170.0,0.0075
175.0,0.0063
180.0,0.0057
185.0,0.0053
190.0,0.0051
195.0,0.0054
200.0,0.0063
205.0,0.0052
210.0,0.005
215.0,0.0041
220.0,0.004
225.0,0.0043
230.0,0.0041
235.0,0.0038
240.0,0.0039
245.0,0.0039
250.0,0.0044
