depth,PAR_ADJUSTED
0.0,811.5334
5.0,429.16
10.0,245.1515
15.0,135.3858
20.0,92.9925
25.0,54.4925
30.0,35.0669
35.0,20.6139
40.0,12.5203
45.0,8.0407
50.0,5.1047
55.0,2.9799
60.0,1.9853
65.0,1.369
70.0,0.8811
75.0,0.7036
80.0,0.493
85.0,0.3571
90.0,0.2407
95.0,0.1988
100.0,0.1507
105.0,0.1109
110.0,0.0966
115.0,0.0738
120.0,0.0632
125.0,0.0536
130.0,0.0449
135.0,0.037
140.0,0.0313
145.0,0.026
150.0,0.023
155.0,0.0189
160.0,0.0182
165.0,0.015
170.0,0.0146
175.0,0.0113
180.0,0.0103
185.0,0.0109
190.0,0.0106
195.0,0.0088
200.0,0.0085
205.0,0.0078
210.0,0.0094
215.0,0.0067
220.0,0.0082
225.0,0.0071
230.0,0.0054
235.0,0.0055
240.0,0.0062
245.0,0.0053
250.0,0.0047
