depth,PAR_ADJUSTED
0.0,108.3641
5.0,61.021
10.0,35.6364
15.0,23.1401
20.0,14.0725
25.0,9.9395
30.0,6.2307
35.0,4.4321
40.0,2.8693
45.0,1.9855
50.0,1.4095
55.0,0.9403
60.0,0.6536
65.0,0.4434
70.0,0.3332
75.0,0.2392
80.0,0.1734
85.0,0.1267
90.0,0.0841
95.0,0.0686
100.0,0.0525
105.0,0.0388
110.0,0.0276
115.0,0.0213
120.0,0.0171
125.0,0.0132
130.0,0.0118
135.0,0.0105
140.0,0.0075
145.0,0.0066
150.0,0.0065
155.0,0.0055
160.0,0.0048
165.0,0.0045
170.0,0.0042
175.0,0.0039
180.0,0.0029
185.0,0.0029
190.0,0.0029
195.0,0.0028
200.0,0.0026
205.0,0.0024
210.0,0.0021
215.0,0.002
220.0,0.0019
225.0,0.002
230.0,0.0019
235.0,0.0019
240.0,0.0018
245.0,0.002
250.0,0.0017
