depth,PAR_ADJUSTED
0.0,99.5315
5.0,62.7797
10.0,43.5473
15.0,30.6905
20.0,21.1084
25.0,16.1934
30.0,11.0304
35.0,8.7272
40.0,6.322
45.0,5.2794
50.0,3.5428
55.0,2.5687
60.0,1.9419
65.0,1.552
70.0,1.33
75.0,1.021
80.0,0.7818
85.0,0.6251
90.0,0.4569
95.0,0.4205
100.0,0.3462
105.0,0.2737
110.0,0.2267
115.0,0.1956
120.0,0.1483
125.0,0.1473
130.0,0.1202
135.0,0.135
140.0,0.1043
145.0,0.0972
150.0,0.0902
155.0,0.0743
160.0,0.089
165.0,0.076
170.0,0.0624
175.0,0.0689
180.0,0.0561
185.0,0.0651
190.0,0.0666
195.0,0.0525
200.0,0.0701
205.0,0.0633
210.0,0.0549
215.0,0.0448
220.0,0.0452
225.0,0.0478
230.0,0.0332
235.0,0.0337
240.0,0.0304
245.0,0.0276
250.0,0.0232
