depth,PAR_ADJUSTED
0.0,378.9951
5.0,199.9873
10.0,84.987
15.0,49.0507
20.0,26.1928
25.0,18.3795
30.0,11.7171
35.0,7.1279
40.0,5.1577
45.0,3.4325
50.0,2.9293
55.0,1.6032
60.0,1.6015
65.0,0.7398
70.0,0.584
75.0,0.4713
80.0,0.365
85.0,0.2549
90.0,0.216
95.0,0.1393
100.0,0.1082
105.0,0.107
110.0,0.096
115.0,0.0496
120.0,0.0441
125.0,0.0557
130.0,0.0377
135.0,0.0352
140.0,0.0299
145.0,0.0198
150.0,0.0202
155.0,0.0168
160.0,0.0189
165.0,0.0141
170.0,0.0169
175.0,0.0117
180.0,0.0124
185.0,0.0109
190.0,0.0094
195.0,0.0134
200.0,0.0103
205.0,0.0108
210.0,0.0088
215.0,0.0086
220.0,0.0094
225.0,0.0099
230.0,0.0095
235.0,0.0083
240.0,0.0068
245.0,0.0094
250.0,0.0063
